SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,xPos,yPos,zPos,xRot,yRot,zRot
0,7_2,11_36_42,6.588921,1,0,0,2,1.735857,InstructionPhase,-0.02385414,2.564268,0.249699,4.026613,358.3364,358.3834,
0,7_2,11_36_42,6.603739,1,0,0,2,1.750675,InstructionPhase,-0.0237726,2.564327,0.2497141,4.021533,358.3588,358.3705,
0,7_2,11_36_42,6.618247,1,0,0,2,1.765183,InstructionPhase,-0.0236609,2.564378,0.2496818,4.020535,358.3997,358.3545,
0,7_2,11_36_42,6.631039,1,0,0,2,1.777975,InstructionPhase,-0.02361023,2.564405,0.2496376,4.023697,358.4203,358.3521,
0,7_2,11_36_42,6.644096,1,0,0,2,1.791033,InstructionPhase,-0.02355742,2.564364,0.2495815,4.034628,358.4373,358.344,
0,7_2,11_36_42,6.657081,1,0,0,2,1.804017,InstructionPhase,-0.02357852,2.564414,0.2495294,4.035198,358.449,358.3469,
0,7_2,11_36_42,6.670666,1,0,0,2,1.817602,InstructionPhase,-0.02350879,2.564454,0.2494282,4.040543,358.4611,358.3286,
0,7_2,11_36_43,6.684237,1,0,0,2,1.831173,InstructionPhase,-0.02351677,2.564464,0.2493529,4.042803,358.4727,358.3246,
0,7_2,11_36_43,6.696827,1,0,0,2,1.843763,InstructionPhase,-0.02351832,2.564462,0.249312,4.029315,358.4804,358.3232,
0,7_2,11_36_43,6.710151,1,0,0,2,1.857087,InstructionPhase,-0.02351141,2.564493,0.2492589,4.021736,358.4825,358.3071,
0,7_2,11_36_43,6.722763,1,0,0,2,1.869699,InstructionPhase,-0.02352321,2.564527,0.2492187,4.001157,358.4911,358.3071,
0,7_2,11_36_43,6.735278,1,0,0,2,1.882215,InstructionPhase,-0.02354872,2.564569,0.2491175,3.98389,358.4875,358.3125,
0,7_2,11_36_43,6.749104,1,0,0,2,1.89604,InstructionPhase,-0.02356195,2.564602,0.2490269,3.967141,358.4842,358.316,
0,7_2,11_36_43,6.764406,1,0,0,2,1.911342,InstructionPhase,-0.02353358,2.564692,0.2490338,3.96434,358.4743,358.307,
